,text,inputs,prediction,prediction_agent,annotation,annotation_agent,multi_label,explanation,id,metadata,status,event_timestamp,metrics,search_keywords
164,,"{'id': 'recipe:145953', 'definition': 'brown sugar butter cookies', 'ingredients': ""['ind:AllPurposeFlour', 'ind:BrownSugar', 'ind:Butter', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,974e7517-8704-48b3-acc7-08e2065afd40,"{'ingredients': ['AllPurposeFlour', 'BrownSugar', 'Butter', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 125},
167,,"{'id': 'recipe:175046', 'definition': 'oven baked sugar cones for ice cream', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:VanillaExtract', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,98398f56-b83f-4f32-8ac0-e42cd7d2cc95,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'VanillaExtract', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 172},
196,,"{'id': 'recipe:19104', 'definition': 'all purpose dinner crepes batter', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,aec9896c-00f5-4265-b8f1-7b9bf6fc37c4,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 139},
161,,"{'id': 'recipe:62799', 'definition': 'old fashioned sponge cake', 'ingredients': ""['ind:AllPurposeFlour', 'ind:AppleCiderVinegar', 'ind:ChickenEgg', 'ind:Salt', 'ind:VanillaExtract', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,94d04cea-e009-4890-a9fe-55d4db65764b,"{'ingredients': ['AllPurposeFlour', 'AppleCiderVinegar', 'ChickenEgg', 'Salt', 'VanillaExtract', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 168},
115,,"{'id': 'recipe:503199', 'definition': 'easy swedish pancakes', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,6747eb5e-9f3e-465d-8c64-d2304ae5368f,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 147},
120,,"{'id': 'recipe:320154', 'definition': 'plain dumplings  spatzen', 'ingredients': ""['ind:AllPurposeFlour', 'ind:ChickenEgg', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,6c2e9931-7294-419d-a4a8-6e539adf2436,"{'ingredients': ['AllPurposeFlour', 'ChickenEgg', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 116},
197,,"{'id': 'recipe:109179', 'definition': 'easy yorkshire puddings', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,af4c71b6-235e-4b03-9f84-e49a0d4d15ff,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 131},
193,,"{'id': 'recipe:38959', 'definition': 'basic white sauce', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:CowMilk']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,aa931f88-53e2-4b54-aa30-3a0abee393a3,"{'ingredients': ['AllPurposeFlour', 'Butter', 'CowMilk'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 94},
221,,"{'id': 'recipe:419998', 'definition': 'grandma s butter cookies', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:VanillaExtract', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,c68dafbe-b840-4a0d-b424-08f8d9ee3104,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'VanillaExtract', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 145},
233,,"{'id': 'recipe:235292', 'definition': 'norwegian pancakes   pannekaken', 'ingredients': ""['ind:AllPurposeFlour', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,ceb141c2-5af2-4413-af97-89138105b37b,"{'ingredients': ['AllPurposeFlour', 'ChickenEgg', 'CowMilk', 'Salt', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 143},
70,,"{'id': 'recipe:1975', 'definition': 'grandma hornsby s homemade noodles', 'ingredients': ""['ind:AllPurposeFlour', 'ind:ChickenEgg', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,38f9e257-dad6-4f5d-ad84-366991dbbe1c,"{'ingredients': ['AllPurposeFlour', 'ChickenEgg', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 111},
108,,"{'id': 'recipe:144415', 'definition': 'spritz cookies with four variations', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:Salt', 'ind:VanillaExtract', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,6163da11-e09c-4e57-bb4e-34ce061f6313,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'Salt', 'VanillaExtract', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 168},
56,,"{'id': 'recipe:324639', 'definition': 'flan  japanese or asian style', 'ingredients': ""['ind:ChickenEgg', 'ind:CowMilk', 'ind:VanillaExtract', 'ind:Water', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,2fa17992-dbcd-4c50-8904-4bcac837faff,"{'ingredients': ['ChickenEgg', 'CowMilk', 'VanillaExtract', 'Water', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 141},
38,,"{'id': 'recipe:262038', 'definition': 'crepe batter', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,1e34716c-de84-4d64-8367-66dac8e72706,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 120},
238,,"{'id': 'recipe:43126', 'definition': 'mrs  corbins butter cookies', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,d2ab889d-6c7d-40ff-8bfb-20370cc65ca9,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 125},
228,,"{'id': 'recipe:138985', 'definition': 'st  patrick s shamrock cookies', 'ingredients': ""['ind:AllPurposeFlour', 'ind:BrownSugar', 'ind:Butter', 'ind:Salt', 'ind:VanillaExtract']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,ca88e54e-b2de-4b99-a5f9-362d568c7509,"{'ingredients': ['AllPurposeFlour', 'BrownSugar', 'Butter', 'Salt', 'VanillaExtract'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 145},
232,,"{'id': 'recipe:272746', 'definition': 'simple and basic crepe batter', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'nom:Pancake'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,cdf737f3-be1c-412d-9b4b-cebc8034c3aa,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'nom:Pancake'}",Default,,{'text_length': 138},
214,,"{'id': 'recipe:201097', 'definition': 'basic omelet', 'ingredients': ""['ind:BlackPepper', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,bfda9e54-ebf2-427f-8cf2-042d3809479d,"{'ingredients': ['BlackPepper', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 102},
263,,"{'id': 'recipe:186892', 'definition': 'pate a choux', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,f247cd94-60d6-46a9-98e7-79226d216b78,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 118},
226,,"{'id': 'recipe:103964', 'definition': 'spatzle  little german noodle dumplings', 'ingredients': ""['ind:AllPurposeFlour', 'ind:BlackPepper', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,ca42a676-906f-4391-aef1-bf72060aba7f,"{'ingredients': ['AllPurposeFlour', 'BlackPepper', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 179},
265,,"{'id': 'recipe:458', 'definition': 'basic crepes ii', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'nom:Pancake'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,f2fe9163-f57e-4dec-9180-82e401aea343,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'nom:Pancake'}",Default,,{'text_length': 121},
35,,"{'id': 'recipe:90391', 'definition': 'linda s perfect popovers', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,1bed0e6d-8047-4431-8870-f682664aa44c,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 131},
53,,"{'id': 'recipe:284518', 'definition': 'another perfect poached egg', 'ingredients': ""['ind:AppleCiderVinegar', 'ind:ChickenEgg', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,2d87f83f-6a2e-433a-9cec-505fc5b0ad0e,"{'ingredients': ['AppleCiderVinegar', 'ChickenEgg', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 121},
101,,"{'id': 'recipe:441475', 'definition': 'swiss spaetzle  very easy homemade noodle', 'ingredients': ""['ind:AllPurposeFlour', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt', 'ind:Water']"", 'type': 'nom:Noodle'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,5694311b-5f09-475f-97b0-542e70f534e0,"{'ingredients': ['AllPurposeFlour', 'ChickenEgg', 'CowMilk', 'Salt', 'Water'], 'type': 'nom:Noodle'}",Default,,{'text_length': 148},
5,,"{'id': 'recipe:271545', 'definition': 'kittencal s perfect poached eggs', 'ingredients': ""['ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,0724ee19-e361-4a92-a872-34262b436bd9,"{'ingredients': ['ChickenEgg', 'CowMilk', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 116},
153,,"{'id': 'recipe:467335', 'definition': 'vanilla coke syrup  non alcoholic', 'ingredients': ""['ind:Salt', 'ind:VanillaExtract', 'ind:Water', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,8f11435b-9b9f-4468-a643-4cd9a40ce105,"{'ingredients': ['Salt', 'VanillaExtract', 'Water', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 124},
9,,"{'id': 'recipe:154001', 'definition': 'basic pastry crust', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,0882a7eb-2b60-44f5-b9a9-3d2516828883,"{'ingredients': ['AllPurposeFlour', 'Butter', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 106},
227,,"{'id': 'recipe:91311', 'definition': 'no fail homemade noodles', 'ingredients': ""['ind:AllPurposeFlour', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'nom:Noodle'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,ca858029-1b9f-4228-b79a-bfaf50b7012b,"{'ingredients': ['AllPurposeFlour', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'nom:Noodle'}",Default,,{'text_length': 117},
141,,"{'id': 'recipe:85817', 'definition': 'hrudka  easter cheese', 'ingredients': ""['ind:BlackPepper', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt', 'ind:VanillaExtract']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,82516ff1-ad77-4c1e-a941-754be06724f2,"{'ingredients': ['BlackPepper', 'ChickenEgg', 'CowMilk', 'Salt', 'VanillaExtract'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 132},
255,,"{'id': 'recipe:331765', 'definition': 'homemade spaetzle', 'ingredients': ""['ind:AllPurposeFlour', 'ind:ChickenEgg', 'ind:Salt', 'ind:Water']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,e96d79e6-8439-445c-bc24-18eb2f6b84c1,"{'ingredients': ['AllPurposeFlour', 'ChickenEgg', 'Salt', 'Water'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 109},
274,,"{'id': 'recipe:82226', 'definition': 'vanilla milk', 'ingredients': ""['ind:CowMilk', 'ind:VanillaExtract', 'ind:WhiteSugar']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,fe2abbde-68db-4dd2-bf1c-2d4aa2355468,"{'ingredients': ['CowMilk', 'VanillaExtract', 'WhiteSugar'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 92},
222,,"{'id': 'recipe:75949', 'definition': 'quick and easy popovers', 'ingredients': ""['ind:AllPurposeFlour', 'ind:Butter', 'ind:ChickenEgg', 'ind:CowMilk', 'ind:Salt']"", 'type': 'wtm:Recipe'}","[('Bitter', 0.0), ('Meaty', 0.0), ('Piquant', 0.0), ('Salty', 0.0), ('Sour', 0.0), ('Sweet', 0.0)]",kglab_tutorial,,,True,,c7d6cfa7-16f2-429c-8f72-418f19022873,"{'ingredients': ['AllPurposeFlour', 'Butter', 'ChickenEgg', 'CowMilk', 'Salt'], 'type': 'wtm:Recipe'}",Default,,{'text_length': 130},
